electric_vehicle_charger_state,electric_vehicle_id,electric_vehicle_departure_time,electric_vehicle_required_soc_departure,electric_vehicle_estimated_arrival_time,electric_vehicle_estimated_soc_arrival
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
2,EV_B3_C4,,,0.000000,25.478466
1,EV_B3_C4,16.000000,80.000000,,
1,EV_B3_C4,15.000000,80.000000,,
1,EV_B3_C4,14.000000,80.000000,,
1,EV_B3_C4,13.000000,80.000000,,
1,EV_B3_C4,12.000000,80.000000,,
1,EV_B3_C4,11.000000,80.000000,,
1,EV_B3_C4,10.000000,80.000000,,
1,EV_B3_C4,9.000000,80.000000,,
1,EV_B3_C4,8.000000,80.000000,,
1,EV_B3_C4,7.000000,80.000000,,
1,EV_B3_C4,6.000000,80.000000,,
1,EV_B3_C4,5.000000,80.000000,,
1,EV_B3_C4,4.000000,80.000000,,
1,EV_B3_C4,3.000000,80.000000,,
1,EV_B3_C4,2.000000,80.000000,,
1,EV_B3_C4,1.000000,80.000000,,
1,EV_B3_C4,0.000000,80.000000,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
2,EV_B3_C4,,,0.000000,36.776644
1,EV_B3_C4,14.000000,80.000000,,
1,EV_B3_C4,13.000000,80.000000,,
1,EV_B3_C4,12.000000,80.000000,,
1,EV_B3_C4,11.000000,80.000000,,
1,EV_B3_C4,10.000000,80.000000,,
1,EV_B3_C4,9.000000,80.000000,,
1,EV_B3_C4,8.000000,80.000000,,
1,EV_B3_C4,7.000000,80.000000,,
1,EV_B3_C4,6.000000,80.000000,,
1,EV_B3_C4,5.000000,80.000000,,
1,EV_B3_C4,4.000000,80.000000,,
1,EV_B3_C4,3.000000,80.000000,,
1,EV_B3_C4,2.000000,80.000000,,
1,EV_B3_C4,1.000000,80.000000,,
1,EV_B3_C4,0.000000,80.000000,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
2,EV_B3_C4,,,0.000000,24.237363
1,EV_B3_C4,15.000000,80.000000,,
1,EV_B3_C4,14.000000,80.000000,,
1,EV_B3_C4,13.000000,80.000000,,
1,EV_B3_C4,12.000000,80.000000,,
1,EV_B3_C4,11.000000,80.000000,,
1,EV_B3_C4,10.000000,80.000000,,
1,EV_B3_C4,9.000000,80.000000,,
1,EV_B3_C4,8.000000,80.000000,,
1,EV_B3_C4,7.000000,80.000000,,
1,EV_B3_C4,6.000000,80.000000,,
1,EV_B3_C4,5.000000,80.000000,,
1,EV_B3_C4,4.000000,80.000000,,
1,EV_B3_C4,3.000000,80.000000,,
1,EV_B3_C4,2.000000,80.000000,,
1,EV_B3_C4,1.000000,80.000000,,
1,EV_B3_C4,0.000000,80.000000,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
2,EV_B3_C4,,,0.000000,24.969174
1,EV_B3_C4,14.000000,80.000000,,
1,EV_B3_C4,13.000000,80.000000,,
1,EV_B3_C4,12.000000,80.000000,,
1,EV_B3_C4,11.000000,80.000000,,
1,EV_B3_C4,10.000000,80.000000,,
1,EV_B3_C4,9.000000,80.000000,,
1,EV_B3_C4,8.000000,80.000000,,
1,EV_B3_C4,7.000000,80.000000,,
1,EV_B3_C4,6.000000,80.000000,,
1,EV_B3_C4,5.000000,80.000000,,
1,EV_B3_C4,4.000000,80.000000,,
1,EV_B3_C4,3.000000,80.000000,,
1,EV_B3_C4,2.000000,80.000000,,
1,EV_B3_C4,1.000000,80.000000,,
1,EV_B3_C4,0.000000,80.000000,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
3,,,,,
2,EV_B3_C4,,,0.000000,20.195182
